chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015944.1,WP_014031061.1,HAH_RS17635,HAH_5067,594,77823,78416,-,protein_coding,class I SAM-dependent methyltransferase
NC_015948.1,WP_014039110.1,HAH_RS00410,HAH_0085,516,77951,78466,-,protein_coding,DUF367 family protein
NC_015943.1,WP_023842902.1,HAH_RS15495,HAH_4087,342,78353,78694,+,protein_coding,hypothetical protein
NC_015944.1,WP_008311830.1,HAH_RS17640,HAH_5068,219,78419,78637,-,protein_coding,DUF2892 domain-containing protein
NC_015948.1,WP_014039111.1,HAH_RS00415,HAH_0086,1755,78554,80308,+,protein_coding,redoxin domain-containing protein
NC_015944.1,WP_014031062.1,HAH_RS17645,HAH_5069,1251,78732,79982,-,protein_coding,M20/M25/M40 family metallo-hydrolase
NC_015943.1,WP_014030643.1,HAH_RS15500,HAH_4088,876,79018,79893,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030644.1,HAH_RS15505,HAH_4089,516,80077,80592,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031063.1,HAH_RS17650,HAH_5070,414,80248,80661,-,protein_coding,thioredoxin
NC_015948.1,WP_014039112.1,HAH_RS00420,HAH_0087,378,80305,80682,+,protein_coding,nuclear transport factor 2 family protein
NC_015943.1,WP_014030645.1,HAH_RS15510,HAH_4090,1710,80579,82288,+,protein_coding,ATPase AAA
NC_015948.1,WP_014039113.1,HAH_RS00425,HAH_0088,711,80710,81420,-,protein_coding,class I SAM-dependent methyltransferase
NC_015944.1,WP_014031064.1,HAH_RS17655,HAH_5071,441,81116,81556,+,protein_coding,DUF302 domain-containing protein
NC_015948.1,WP_014039114.1,HAH_RS00430,HAH_0089,1383,81532,82914,-,protein_coding,serine--tRNA ligase
NC_015944.1,WP_014031065.1,HAH_RS17660,HAH_5072,561,81558,82118,+,protein_coding,class I SAM-dependent methyltransferase
NC_015944.1,WP_014031066.1,HAH_RS17665,HAH_5073,690,82210,82899,-,protein_coding,urease accessory protein UreF
NC_015943.1,WP_014030646.1,HAH_RS15515,HAH_4091,441,82281,82721,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031067.1,HAH_RS17670,HAH_5074,564,82896,83459,-,protein_coding,urease accessory protein UreE
NC_015943.1,WP_014030647.1,HAH_RS15520,HAH_4092,225,82999,83223,+,protein_coding,DUF6516 family protein
NC_015948.1,WP_014039115.1,HAH_RS00435,HAH_0090,444,83000,83443,-,protein_coding,universal stress protein
NC_015943.1,WP_014030648.1,HAH_RS15525,HAH_4093,405,83245,83649,+,protein_coding,transcriptional regulator
NC_015944.1,WP_014031068.1,HAH_RS17675,HAH_5075,900,83459,84358,-,protein_coding,urease accessory protein UreD
NC_015948.1,WP_014039116.1,HAH_RS00440,HAH_0091,909,83551,84459,+,protein_coding,MBL fold metallo-hydrolase
NC_015943.1,WP_023842904.1,HAH_RS15530,NA,519,83863,84381,-,protein_coding,PH domain-containing protein
NC_015944.1,WP_014031069.1,HAH_RS17680,HAH_5076,624,84358,84981,-,protein_coding,urease accessory protein UreG
NC_015948.1,WP_014039117.1,HAH_RS00445,HAH_0092,1905,84570,86474,+,protein_coding,cation:proton antiporter
NC_015943.1,WP_004966369.1,HAH_RS15535,HAH_4094,246,84812,85057,+,protein_coding,antitoxin VapB family protein
NC_015944.1,WP_014031070.1,HAH_RS17685,HAH_5077,387,84978,85364,-,protein_coding,urease subunit gamma
NC_015943.1,WP_014030649.1,HAH_RS15540,HAH_4095,399,85054,85452,+,protein_coding,PIN domain-containing protein
NC_015944.1,WP_014031071.1,HAH_RS17690,HAH_5078,1707,85361,87067,-,protein_coding,urease subunit alpha
NC_015943.1,WP_023842905.1,HAH_RS15545,HAH_4096,1035,85584,86618,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039118.1,HAH_RS00450,HAH_0093,453,86471,86923,-,protein_coding,PaaI family thioesterase
NC_015943.1,WP_014030651.1,HAH_RS15550,HAH_4097,873,86675,87547,+,protein_coding,hypothetical protein
NC_015948.1,WP_008307084.1,HAH_RS19785,HAH_0094,147,87014,87160,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031072.1,HAH_RS17695,HAH_5079,405,87064,87468,-,protein_coding,urease subunit beta
NC_015948.1,WP_014039119.1,HAH_RS00455,HAH_0095,468,87407,87874,+,protein_coding,NUDIX domain-containing protein
NC_015943.1,WP_014030652.1,HAH_RS15555,HAH_4098,258,87670,87927,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843054.1,HAH_RS00460,HAH_0096,1134,87986,89119,-,protein_coding,thiolase family protein
NC_015944.1,WP_014031073.1,HAH_RS17700,HAH_5080,1308,88102,89409,+,protein_coding,urea ABC transporter substrate-binding protein
NC_015943.1,WP_014030653.1,HAH_RS15560,HAH_4099,963,88468,89430,+,protein_coding,ssDNA-binding domain-containing protein
NC_015948.1,WP_014039121.1,HAH_RS00465,HAH_0097,471,89229,89699,-,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_015944.1,WP_014031074.1,HAH_RS17705,HAH_5081,939,89412,90350,+,protein_coding,"urea ABC transporter, permease protein UrtB"
NC_015948.1,WP_014039122.1,HAH_RS00470,HAH_0098,1602,89787,91388,-,protein_coding,DUF1508 domain-containing protein
NC_015943.1,WP_174878667.1,HAH_RS15565,HAH_4101,1260,89912,91171,-,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_015944.1,WP_014031075.1,HAH_RS17710,HAH_5082,1155,90351,91505,+,protein_coding,"urea ABC transporter, permease protein UrtC"
NC_015943.1,WP_023842907.1,HAH_RS15570,HAH_4102,942,91280,92221,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031076.1,HAH_RS17715,HAH_5083,807,91505,92311,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_008307079.1,HAH_RS00475,HAH_0099,1350,91507,92856,+,protein_coding,ATP-binding protein
NC_015943.1,WP_014030657.1,HAH_RS15575,HAH_4103,846,92279,93124,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031077.1,HAH_RS17720,HAH_5084,699,92311,93009,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014039123.1,HAH_RS00480,HAH_0100,273,92941,93213,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031078.1,HAH_RS17725,HAH_5085,1416,93183,94598,+,protein_coding,sodium-dependent transporter
NC_015943.1,WP_014030658.1,HAH_RS15580,HAH_4104,681,93226,93906,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039124.1,HAH_RS00485,HAH_0101,876,93258,94133,+,protein_coding,MBL fold metallo-hydrolase
NC_015943.1,NA,HAH_RS15585,NA,209,94071,94279,+,pseudogene,hypothetical protein
NC_015948.1,WP_014039125.1,HAH_RS00490,HAH_0102,297,94195,94491,+,protein_coding,hypothetical protein
NC_015943.1,WP_144443772.1,HAH_RS19585,NA,471,94410,94880,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039126.1,HAH_RS00495,HAH_0103,951,94511,95461,-,protein_coding,DUF5787 family protein
NC_015944.1,WP_014031079.1,HAH_RS17730,HAH_5086,444,94806,95249,+,protein_coding,MaoC family dehydratase
NC_015944.1,WP_044952791.1,HAH_RS17735,HAH_5087,759,95504,96262,-,protein_coding,creatininase family protein
NC_015943.1,WP_014030661.1,HAH_RS15590,HAH_4107,291,95684,95974,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039128.1,HAH_RS00500,HAH_0105,888,95831,96718,-,protein_coding,helix-turn-helix domain-containing protein
NC_015943.1,WP_014030662.1,HAH_RS15595,HAH_4108,315,95971,96285,+,protein_coding,hypothetical protein
NC_015943.1,WP_023842910.1,HAH_RS15600,NA,207,96276,96482,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030663.1,HAH_RS15605,HAH_4109,240,96479,96718,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030664.1,HAH_RS15610,HAH_4110,366,96776,97141,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843057.1,HAH_RS00505,HAH_0106,1230,97076,98305,+,protein_coding,translation initiation factor IF-2 subunit gamma
NC_015944.1,NA,HAH_RS17740,HAH_5088,195,97156,97350,-,pseudogene,DUF393 domain-containing protein
NC_015943.1,WP_014030665.1,HAH_RS15615,HAH_4111,204,97375,97578,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030666.1,HAH_RS15620,HAH_4112,216,97571,97786,+,protein_coding,hypothetical protein
NC_015944.1,WP_129756327.1,HAH_RS19390,HAH_5090,477,97617,98093,+,protein_coding,SHOCT domain-containing protein
NC_015943.1,WP_014030667.1,HAH_RS15625,HAH_4113,687,98208,98894,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039130.1,HAH_RS00510,HAH_0107,378,98305,98682,+,protein_coding,DUF188 domain-containing protein
NC_015944.1,WP_014031084.1,HAH_RS17750,HAH_5091,1299,98413,99711,+,protein_coding,DUF6498-containing protein
NC_015948.1,WP_004516007.1,HAH_RS00515,HAH_0108,579,98686,99264,+,protein_coding,DNA-directed RNA polymerase
NC_015943.1,WP_014030668.1,HAH_RS15630,HAH_4114,900,98952,99851,+,protein_coding,transcription initiation factor IIB family protein
NC_015948.1,WP_004516008.1,HAH_RS00520,HAH_0109,198,99264,99461,+,protein_coding,DNA-directed RNA polymerase subunit E''
NC_015948.1,WP_014039131.1,HAH_RS00525,HAH_0110,540,99463,100002,+,protein_coding,GTP-dependent dephospho-CoA kinase family protein
NC_015944.1,WP_044952865.1,HAH_RS17755,NA,384,99753,100136,-,protein_coding,hypothetical protein
NC_015948.1,WP_129755853.1,HAH_RS19430,NA,156,100031,100186,-,protein_coding,rubrerythrin-like domain-containing protein
NC_015943.1,WP_233425864.1,HAH_RS20165,HAH_4115,234,100085,100318,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039132.1,HAH_RS00530,HAH_0111,1032,100276,101307,-,protein_coding,RNA methyltransferase
NC_015944.1,WP_014031086.1,HAH_RS17760,HAH_5093,1191,100386,101576,-,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_015943.1,WP_014030670.1,HAH_RS15640,HAH_4116,297,100404,100700,+,protein_coding,ribbon-helix-helix domain-containing protein
NC_015943.1,WP_004966184.1,HAH_RS15645,HAH_4117,288,100690,100977,+,protein_coding,type II toxin-antitoxin system RelE/ParE family toxin
NC_015948.1,WP_014039133.1,HAH_RS00535,HAH_0112,390,101395,101784,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030671.1,HAH_RS19265,HAH_4118,321,101625,101945,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031087.1,HAH_RS17765,HAH_5094,213,101803,102015,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039134.1,HAH_RS00540,HAH_0113,255,101895,102149,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031088.1,HAH_RS17770,HAH_5095,264,102077,102340,+,protein_coding,MTH865 family protein
NC_015948.1,WP_014039135.1,HAH_RS00545,HAH_0114,849,102179,103027,-,protein_coding,ATP phosphoribosyltransferase
NC_015943.1,WP_233425865.1,HAH_RS20170,NA,219,102274,102492,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031089.1,HAH_RS17775,HAH_5096,198,102450,102647,-,protein_coding,cation transporter
NC_015943.1,WP_023842915.1,HAH_RS15665,HAH_4120,378,102596,102973,-,protein_coding,hypothetical protein
NC_015948.1,WP_233425839.1,HAH_RS00550,HAH_0115,1206,103094,104299,-,protein_coding,MFS transporter
NC_015944.1,WP_233425882.1,HAH_RS17780,HAH_5097,393,103102,103494,-,protein_coding,universal stress protein
NC_015944.1,WP_014031091.1,HAH_RS17785,HAH_5098,1356,103657,105012,-,protein_coding,sulfatase
NC_015943.1,WP_155120735.1,HAH_RS19730,NA,144,103747,103890,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030674.1,HAH_RS15670,HAH_4121,825,103985,104809,+,protein_coding,N-6 DNA methylase
NC_015948.1,WP_014039137.1,HAH_RS00555,HAH_0116,1299,104451,105749,+,protein_coding,amidohydrolase
NC_015943.1,WP_014030675.1,HAH_RS15675,HAH_4122,264,104873,105136,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031092.1,HAH_RS17790,HAH_5099,426,105244,105669,+,protein_coding,ribbon-helix-helix domain-containing protein
NC_015943.1,WP_004516568.1,HAH_RS20045,HAH_4123,153,105311,105463,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031093.1,HAH_RS17795,HAH_5100,1074,105735,106808,-,protein_coding,"NAD(P)/FAD-dependent oxidoreductase"
NC_015948.1,WP_014039138.1,HAH_RS00560,HAH_0117,999,105888,106886,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030676.1,HAH_RS15680,HAH_4124,540,106340,106879,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031094.1,HAH_RS17800,HAH_5101,675,106930,107604,-,protein_coding,ribonuclease HI family protein
NC_015948.1,WP_023843059.1,HAH_RS00565,HAH_0118,1278,106931,108208,+,protein_coding,adenosylhomocysteinase
NC_015943.1,WP_049891334.1,HAH_RS15685,HAH_4125,1170,107198,108367,+,protein_coding,ISH3 family transposase
NC_015944.1,WP_014031095.1,HAH_RS17805,HAH_5102,1203,107762,108964,+,protein_coding,PQQ-dependent sugar dehydrogenase
NC_015943.1,NA,HAH_RS15690,HAH_4126,882,108540,109421,-,pseudogene,AAA family ATPase
NC_015948.1,WP_014039140.1,HAH_RS00570,HAH_0119,456,108551,109006,+,protein_coding,hypothetical protein
NC_015948.1,WP_008307040.1,HAH_RS19790,HAH_0120,153,109112,109264,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031096.1,HAH_RS20070,HAH_5103,174,109153,109326,+,protein_coding,hypothetical protein
NC_015944.1,WP_233425883.1,HAH_RS20220,NA,213,109552,109764,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039141.1,HAH_RS00575,HAH_0121,1074,109556,110629,+,protein_coding,DNA primase regulatory subunit PriL
NC_015944.1,WP_014031098.1,HAH_RS17810,HAH_5105,1428,109817,111244,+,protein_coding,"NAD-binding protein"
NC_015943.1,WP_014030679.1,HAH_RS15695,HAH_4127,288,110207,110494,-,protein_coding,PadR family transcriptional regulator
NC_015943.1,WP_014030680.1,HAH_RS15700,HAH_4128,264,110622,110885,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039142.1,HAH_RS00580,HAH_0122,210,110626,110835,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030681.1,HAH_RS15705,HAH_4129,825,110949,111773,-,protein_coding,N-6 DNA methylase
NC_015948.1,WP_023843060.1,HAH_RS00585,HAH_0123,648,110965,111612,+,protein_coding,SWIM zinc finger family protein
NC_015944.1,WP_014031099.1,HAH_RS17815,HAH_5106,1242,111325,112566,-,protein_coding,inorganic phosphate transporter family protein
NC_015948.1,WP_014039144.1,HAH_RS00590,HAH_0124,519,111631,112149,-,protein_coding,nucleoid-structuring protein H-NS
NC_015943.1,WP_233425866.1,HAH_RS20175,NA,255,112078,112332,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039145.1,HAH_RS00595,HAH_0125,951,112342,113292,+,protein_coding,DUF4382 domain-containing protein
NC_015943.1,WP_014030684.1,HAH_RS15715,HAH_4132,369,112625,112993,+,protein_coding,hypothetical protein
NC_015944.1,WP_008311883.1,HAH_RS17820,HAH_5107,1428,112736,114163,+,protein_coding,APC family permease
NC_015943.1,WP_233425867.1,HAH_RS20180,NA,234,113002,113235,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039146.1,HAH_RS00600,HAH_0126,612,113306,113917,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030686.1,HAH_RS15725,HAH_4134,900,113463,114362,-,protein_coding,transcription initiation factor IIB family protein
NC_015948.1,WP_014039147.1,HAH_RS00605,HAH_0127,897,113954,114850,-,protein_coding,alpha/beta hydrolase
NC_015944.1,WP_014031100.1,HAH_RS17825,HAH_5108,735,114166,114900,+,protein_coding,universal stress protein
NC_015943.1,WP_014030687.1,HAH_RS15730,HAH_4135,687,114420,115106,-,protein_coding,hypothetical protein
NC_015948.1,WP_004516027.1,HAH_RS00610,HAH_0128,744,114857,115600,-,protein_coding,DNA polymerase sliding clamp
NC_015944.1,WP_014031101.1,HAH_RS17830,HAH_5109,678,115341,116018,+,protein_coding,SCO family protein
NC_015943.1,WP_014030689.1,HAH_RS15740,HAH_4137,297,115674,115970,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039148.1,HAH_RS00615,HAH_0129,1086,115760,116845,-,protein_coding,copper-containing nitrite reductase
NC_015944.1,WP_014031102.1,HAH_RS17835,HAH_5110,528,116015,116542,+,protein_coding,TlpA family protein disulfide reductase
NC_015943.1,WP_023842975.1,HAH_RS15745,NA,363,116197,116559,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031103.1,HAH_RS17840,HAH_5111,660,116544,117203,+,protein_coding,cytochrome c biogenesis protein
NC_015943.1,WP_014030690.1,HAH_RS15750,HAH_4138,216,116756,116971,-,protein_coding,hypothetical protein
NC_015943.1,WP_004966200.1,HAH_RS15755,HAH_4139,204,116964,117167,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039149.1,HAH_RS00625,HAH_0130,792,117165,117956,+,protein_coding,23S rRNA (uridine(2552)-2'-O)-methyltransferase
NC_015944.1,WP_197427610.1,HAH_RS17845,HAH_5112,1497,117233,118729,-,protein_coding,TrkH family potassium uptake protein
NC_015943.1,WP_014030691.1,HAH_RS15760,HAH_4140,366,117401,117766,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030692.1,HAH_RS15765,HAH_4141,240,117824,118063,-,protein_coding,hypothetical protein
NC_015948.1,WP_008307018.1,HAH_RS00630,HAH_0131,699,117975,118673,-,protein_coding,queuosine precursor transporter
NC_015943.1,WP_023842974.1,HAH_RS15770,NA,207,118060,118266,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030693.1,HAH_RS15775,HAH_4142,315,118257,118571,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030694.1,HAH_RS15780,HAH_4143,291,118568,118858,-,protein_coding,hypothetical protein
NC_015948.1,WP_008307016.1,HAH_RS00635,HAH_0132,177,118663,118839,-,protein_coding,"ribbon-helix-helix protein, CopG family"
NC_015944.1,WP_014031105.1,HAH_RS17850,HAH_5113,711,118903,119613,-,protein_coding,TrkA family potassium uptake protein
NC_015948.1,WP_014039152.1,HAH_RS00640,HAH_0133,2193,119143,121335,-,protein_coding,twin-arginine translocase subunit TatC
NC_015943.1,WP_014030695.1,HAH_RS15785,HAH_4144,528,119328,119855,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031106.1,HAH_RS17855,HAH_5114,360,119658,120017,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030696.1,HAH_RS15790,HAH_4145,768,119852,120619,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031107.1,HAH_RS17860,HAH_5115,765,120303,121067,-,protein_coding,winged helix-turn-helix transcriptional regulator
NC_015943.1,WP_014030697.1,HAH_RS15795,HAH_4146,405,120718,121122,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030698.1,HAH_RS15800,HAH_4147,681,121158,121838,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039153.1,HAH_RS00645,HAH_0134,1620,121440,123059,+,protein_coding,twin-arginine translocase subunit TatC
NC_015944.1,WP_014031108.1,HAH_RS17865,HAH_5116,873,121469,122341,+,protein_coding,universal stress protein
NC_015943.1,WP_014030699.1,HAH_RS15805,HAH_4148,846,121939,122784,-,protein_coding,hypothetical protein
NC_015944.1,NA,HAH_RS17870,HAH_5117,123,122455,122577,-,rRNA,5S ribosomal RNA
NC_015944.1,WP_014031109.1,HAH_RS17875,HAH_5118,618,122828,123445,-,protein_coding,nitroreductase family protein
NC_015948.1,WP_014039154.1,HAH_RS00650,HAH_0135,630,123061,123690,+,protein_coding,histidine phosphatase family protein
NC_015943.1,NA,HAH_RS19595,HAH_4149,126,123107,123232,-,pseudogene,ISH3 family transposase
NC_015943.1,WP_014030701.1,HAH_RS15810,HAH_4150,1185,123437,124621,+,protein_coding,poly-gamma-glutamate biosynthesis protein PgsC/CapC
NC_015944.1,WP_014031110.1,HAH_RS17880,HAH_5119,1326,123607,124932,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039155.1,HAH_RS00655,HAH_0136,882,123695,124576,-,protein_coding,ATP-dependent sacrificial sulfur transferase LarE
NC_015943.1,WP_014030702.1,HAH_RS15815,HAH_4151,1197,124618,125814,+,protein_coding,Mur ligase
NC_015948.1,WP_014039156.1,HAH_RS00660,HAH_0137,2049,124719,126767,+,protein_coding,helix-hairpin-helix domain-containing protein
NC_015944.1,WP_014031111.1,HAH_RS17885,HAH_5120,870,125080,125949,-,protein_coding,winged helix-turn-helix domain-containing protein
NC_015944.1,WP_014031112.1,HAH_RS17890,HAH_5121,750,126115,126864,+,protein_coding,ABC transporter ATP-binding protein
NC_015943.1,WP_233425868.1,HAH_RS19280,HAH_4152,1704,126218,127921,+,protein_coding,CapA family protein
NC_015944.1,WP_044952793.1,HAH_RS17895,HAH_5122,1434,126857,128290,+,protein_coding,hypothetical protein
NC_015948.1,WP_008307001.1,HAH_RS00665,HAH_0138,1128,126862,127989,+,protein_coding,ORC1-type DNA replication protein
NC_015948.1,WP_014039157.1,HAH_RS00670,HAH_0139,786,128033,128818,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031114.1,HAH_RS17900,HAH_5123,234,128458,128691,+,protein_coding,DUF2249 domain-containing protein
NC_015943.1,WP_014030704.1,HAH_RS15825,HAH_4153,885,128600,129484,+,protein_coding,HNH endonuclease
NC_015944.1,WP_014031115.1,HAH_RS17905,HAH_5124,834,128758,129591,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039159.1,HAH_RS00675,HAH_0141,387,128986,129372,+,protein_coding,RidA family protein
NC_015948.1,WP_014039160.1,HAH_RS00680,HAH_0142,1470,129414,130883,-,protein_coding,MATE family efflux transporter
NC_015943.1,WP_014030705.1,HAH_RS15830,HAH_4154,753,129449,130201,-,protein_coding,hypothetical protein
